,-0.0427,0.0073,0.0573,0.1073
0.0250,0.0000,14085302.0000,0.0000,0.0000
0.0750,7073511.5000,7073511.5000,7073511.5000,0.0000
0.1250,7073511.5000,7073511.5000,7073511.5000,0.0000
